Order ID,Order Date,Year,Month Number,Month Name,order_time,Order Period,Pizza ID,pizza_name,pizza_name_id,pizza_category,pizza_size,Size Order,Unit  Price,Quantity,Total Revenue,pizza_ingredients
256,05-01-2015,2015,1,January,31-12-1899 11:56:06,Morning,586,"The Pepperoni, Mushroom, And Peppers Pizza",pep_msh_pep_l,Classic,Large,3,17.5,1,17.5,"Pepperoni, Mushrooms, Green Peppers"
257,05-01-2015,2015,1,January,31-12-1899 11:59:04,Morning,587,The California Chicken Pizza,cali_ckn_l,Chicken,Large,3,20.75,1,20.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
258,05-01-2015,2015,1,January,31-12-1899 11:59:23,Morning,589,The Classic Deluxe Pizza,classic_dlx_m,Classic,Medium,2,16,1,16,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
259,05-01-2015,2015,1,January,31-12-1899 12:04:25,Afternoon,590,The Pepperoni Pizza,pepperoni_l,Classic,Large,3,15.25,1,15.25,"Mozzarella Cheese, Pepperoni"
260,05-01-2015,2015,1,January,31-12-1899 12:06:27,Afternoon,591,The Five Cheese Pizza,five_cheese_l,Veggie,Large,3,18.5,1,18.5,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic"
261,05-01-2015,2015,1,January,31-12-1899 12:38:29,Afternoon,593,The Brie Carre Pizza,brie_carre_s,Supreme,Small,1,23.65,1,23.65,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic"
262,05-01-2015,2015,1,January,31-12-1899 12:42:01,Afternoon,594,The California Chicken Pizza,cali_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
263,05-01-2015,2015,1,January,31-12-1899 12:57:22,Afternoon,595,The Spinach Pesto Pizza,spin_pesto_l,Veggie,Large,3,20.75,1,20.75,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce"
264,05-01-2015,2015,1,January,31-12-1899 13:03:59,Afternoon,596,The Mexicana Pizza,mexicana_m,Veggie,Medium,2,16,1,16,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic"
265,05-01-2015,2015,1,January,31-12-1899 13:04:42,Afternoon,597,The Chicken Alfredo Pizza,ckn_alfredo_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce"
266,05-01-2015,2015,1,January,31-12-1899 13:09:29,Afternoon,601,The Pepper Salami Pizza,peppr_salami_m,Supreme,Medium,2,16.5,1,16.5,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic"
267,05-01-2015,2015,1,January,31-12-1899 13:37:50,Afternoon,602,The Four Cheese Pizza,four_cheese_l,Veggie,Large,3,17.95,1,17.95,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic"
268,05-01-2015,2015,1,January,31-12-1899 13:40:46,Afternoon,605,The Italian Supreme Pizza,ital_supr_l,Supreme,Large,3,20.75,1,20.75,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
269,05-01-2015,2015,1,January,31-12-1899 13:49:34,Afternoon,607,The Chicken Alfredo Pizza,ckn_alfredo_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce"
270,05-01-2015,2015,1,January,31-12-1899 14:09:02,Afternoon,608,The Southwest Chicken Pizza,southw_ckn_l,Chicken,Large,3,20.75,1,20.75,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce"
271,05-01-2015,2015,1,January,31-12-1899 14:22:19,Afternoon,611,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
272,05-01-2015,2015,1,January,31-12-1899 14:24:05,Afternoon,621,The Italian Supreme Pizza,ital_supr_m,Supreme,Medium,2,16.5,1,16.5,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
273,05-01-2015,2015,1,January,31-12-1899 14:28:00,Afternoon,622,The Soppressata Pizza,soppressata_s,Supreme,Small,1,12.5,1,12.5,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic"
274,05-01-2015,2015,1,January,31-12-1899 14:36:33,Afternoon,623,The Four Cheese Pizza,four_cheese_l,Veggie,Large,3,17.95,1,17.95,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic"
275,05-01-2015,2015,1,January,31-12-1899 14:38:14,Afternoon,625,The Classic Deluxe Pizza,classic_dlx_l,Classic,Large,3,20.5,1,20.5,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
276,05-01-2015,2015,1,January,31-12-1899 15:18:18,Afternoon,629,The Five Cheese Pizza,five_cheese_l,Veggie,Large,3,18.5,1,18.5,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic"
277,05-01-2015,2015,1,January,31-12-1899 15:41:50,Afternoon,631,The Four Cheese Pizza,four_cheese_m,Veggie,Medium,2,14.75,1,14.75,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic"
278,05-01-2015,2015,1,January,31-12-1899 15:49:21,Afternoon,632,The Italian Vegetables Pizza,ital_veggie_m,Veggie,Medium,2,16.75,1,16.75,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce"
279,05-01-2015,2015,1,January,31-12-1899 16:07:03,Afternoon,634,The California Chicken Pizza,cali_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
280,05-01-2015,2015,1,January,31-12-1899 16:20:23,Afternoon,636,The Prosciutto And Arugula Pizza,prsc_argla_m,Supreme,Medium,2,16.5,1,16.5,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese"
281,05-01-2015,2015,1,January,31-12-1899 16:33:48,Afternoon,638,The Sicilian Pizza,sicilian_s,Supreme,Small,1,12.25,1,12.25,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic"
282,05-01-2015,2015,1,January,31-12-1899 16:49:38,Afternoon,639,The Classic Deluxe Pizza,classic_dlx_s,Classic,Small,1,12,1,12,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
283,05-01-2015,2015,1,January,31-12-1899 16:51:43,Afternoon,643,The Napolitana Pizza,napolitana_m,Classic,Medium,2,16,1,16,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
284,05-01-2015,2015,1,January,31-12-1899 16:58:16,Afternoon,644,The Four Cheese Pizza,four_cheese_m,Veggie,Medium,2,14.75,1,14.75,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic"
285,05-01-2015,2015,1,January,31-12-1899 16:58:38,Afternoon,647,The Prosciutto And Arugula Pizza,prsc_argla_l,Supreme,Large,3,20.75,1,20.75,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese"
286,05-01-2015,2015,1,January,31-12-1899 17:01:23,Evening,648,The Italian Supreme Pizza,ital_supr_m,Supreme,Medium,2,16.5,1,16.5,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
287,05-01-2015,2015,1,January,31-12-1899 17:30:09,Evening,650,The Italian Supreme Pizza,ital_supr_m,Supreme,Medium,2,16.5,1,16.5,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
288,05-01-2015,2015,1,January,31-12-1899 17:32:44,Evening,654,The Brie Carre Pizza,brie_carre_s,Supreme,Small,1,23.65,1,23.65,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic"
289,05-01-2015,2015,1,January,31-12-1899 17:36:23,Evening,657,The Five Cheese Pizza,five_cheese_l,Veggie,Large,3,18.5,1,18.5,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic"
290,05-01-2015,2015,1,January,31-12-1899 17:41:16,Evening,658,The Classic Deluxe Pizza,classic_dlx_s,Classic,Small,1,12,1,12,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
291,05-01-2015,2015,1,January,31-12-1899 17:44:39,Evening,660,The Barbecue Chicken Pizza,bbq_ckn_l,Chicken,Large,3,20.75,1,20.75,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce"
292,05-01-2015,2015,1,January,31-12-1899 17:48:59,Evening,663,The Spinach Pesto Pizza,spin_pesto_m,Veggie,Medium,2,16.5,1,16.5,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce"
293,05-01-2015,2015,1,January,31-12-1899 17:58:38,Evening,665,The Classic Deluxe Pizza,classic_dlx_s,Classic,Small,1,12,1,12,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
294,05-01-2015,2015,1,January,31-12-1899 18:16:35,Evening,667,The Barbecue Chicken Pizza,bbq_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce"
295,05-01-2015,2015,1,January,31-12-1899 18:20:12,Evening,670,The California Chicken Pizza,cali_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
296,05-01-2015,2015,1,January,31-12-1899 18:46:54,Evening,671,The Green Garden Pizza,green_garden_s,Veggie,Small,1,12,1,12,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese"
297,05-01-2015,2015,1,January,31-12-1899 19:02:18,Evening,674,The Southwest Chicken Pizza,southw_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce"
298,05-01-2015,2015,1,January,31-12-1899 19:10:36,Evening,675,The California Chicken Pizza,cali_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
299,05-01-2015,2015,1,January,31-12-1899 19:34:31,Evening,679,The Classic Deluxe Pizza,classic_dlx_s,Classic,Small,1,12,1,12,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
300,05-01-2015,2015,1,January,31-12-1899 19:42:54,Evening,681,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
301,05-01-2015,2015,1,January,31-12-1899 19:45:58,Evening,685,The Napolitana Pizza,napolitana_l,Classic,Large,3,20.5,1,20.5,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic"
302,05-01-2015,2015,1,January,31-12-1899 19:57:37,Evening,686,The Pepper Salami Pizza,peppr_salami_l,Supreme,Large,3,20.75,1,20.75,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic"
303,05-01-2015,2015,1,January,31-12-1899 20:02:51,Evening,687,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
304,05-01-2015,2015,1,January,31-12-1899 20:07:58,Evening,690,The Hawaiian Pizza,hawaiian_s,Classic,Small,1,10.5,1,10.5,"Sliced Ham, Pineapple, Mozzarella Cheese"
305,05-01-2015,2015,1,January,31-12-1899 20:35:40,Evening,692,The Pepperoni Pizza,pepperoni_l,Classic,Large,3,15.25,1,15.25,"Mozzarella Cheese, Pepperoni"
306,05-01-2015,2015,1,January,31-12-1899 20:37:40,Evening,695,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
307,05-01-2015,2015,1,January,31-12-1899 21:45:38,Night,698,The Classic Deluxe Pizza,classic_dlx_l,Classic,Large,3,20.5,1,20.5,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
308,05-01-2015,2015,1,January,31-12-1899 21:59:46,Night,700,The Hawaiian Pizza,hawaiian_l,Classic,Large,3,16.5,1,16.5,"Sliced Ham, Pineapple, Mozzarella Cheese"
309,06-01-2015,2015,1,January,31-12-1899 11:39:06,Morning,703,The Five Cheese Pizza,five_cheese_l,Veggie,Large,3,18.5,1,18.5,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic"
310,06-01-2015,2015,1,January,31-12-1899 11:40:48,Morning,705,The Hawaiian Pizza,hawaiian_s,Classic,Small,1,10.5,1,10.5,"Sliced Ham, Pineapple, Mozzarella Cheese"
311,06-01-2015,2015,1,January,31-12-1899 11:57:27,Morning,707,The Sicilian Pizza,sicilian_l,Supreme,Large,3,20.25,1,20.25,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic"
312,06-01-2015,2015,1,January,31-12-1899 12:05:21,Afternoon,708,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
313,06-01-2015,2015,1,January,31-12-1899 12:09:09,Afternoon,712,The Classic Deluxe Pizza,classic_dlx_m,Classic,Medium,2,16,1,16,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
314,06-01-2015,2015,1,January,31-12-1899 12:11:58,Afternoon,713,The Calabrese Pizza,calabrese_m,Supreme,Medium,2,16.25,1,16.25,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic"
315,06-01-2015,2015,1,January,31-12-1899 12:17:40,Afternoon,718,The Classic Deluxe Pizza,classic_dlx_m,Classic,Medium,2,16,1,16,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
316,06-01-2015,2015,1,January,31-12-1899 12:29:34,Afternoon,719,The Hawaiian Pizza,hawaiian_s,Classic,Small,1,10.5,1,10.5,"Sliced Ham, Pineapple, Mozzarella Cheese"
317,06-01-2015,2015,1,January,31-12-1899 12:31:00,Afternoon,721,The California Chicken Pizza,cali_ckn_s,Chicken,Small,1,12.75,1,12.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
318,06-01-2015,2015,1,January,31-12-1899 12:45:14,Afternoon,728,The Italian Capocollo Pizza,ital_cpcllo_l,Classic,Large,3,20.5,1,20.5,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano"
319,06-01-2015,2015,1,January,31-12-1899 12:46:22,Afternoon,732,The Italian Supreme Pizza,ital_supr_m,Supreme,Medium,2,16.5,1,16.5,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
320,06-01-2015,2015,1,January,31-12-1899 12:46:40,Afternoon,733,The California Chicken Pizza,cali_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
321,06-01-2015,2015,1,January,31-12-1899 12:56:21,Afternoon,735,The Italian Supreme Pizza,ital_supr_l,Supreme,Large,3,20.75,1,20.75,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
322,06-01-2015,2015,1,January,31-12-1899 13:02:13,Afternoon,736,The California Chicken Pizza,cali_ckn_l,Chicken,Large,3,20.75,1,20.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
323,06-01-2015,2015,1,January,31-12-1899 13:05:33,Afternoon,740,The Classic Deluxe Pizza,classic_dlx_m,Classic,Medium,2,16,1,16,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
324,06-01-2015,2015,1,January,31-12-1899 13:06:44,Afternoon,741,The Five Cheese Pizza,five_cheese_l,Veggie,Large,3,18.5,1,18.5,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic"
325,06-01-2015,2015,1,January,31-12-1899 13:07:32,Afternoon,742,The Classic Deluxe Pizza,classic_dlx_s,Classic,Small,1,12,1,12,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
326,06-01-2015,2015,1,January,31-12-1899 13:10:13,Afternoon,744,The California Chicken Pizza,cali_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
327,06-01-2015,2015,1,January,31-12-1899 13:10:54,Afternoon,746,The Classic Deluxe Pizza,classic_dlx_m,Classic,Medium,2,16,1,16,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
328,06-01-2015,2015,1,January,31-12-1899 13:16:35,Afternoon,747,The Mediterranean Pizza,mediterraneo_l,Veggie,Large,3,20.25,1,20.25,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions"
329,06-01-2015,2015,1,January,31-12-1899 13:22:44,Afternoon,748,The Spicy Italian Pizza,spicy_ital_l,Supreme,Large,3,20.75,1,20.75,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic"
330,06-01-2015,2015,1,January,31-12-1899 13:27:11,Afternoon,750,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
331,06-01-2015,2015,1,January,31-12-1899 13:43:30,Afternoon,764,The Prosciutto And Arugula Pizza,prsc_argla_m,Supreme,Medium,2,16.5,1,16.5,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese"
332,06-01-2015,2015,1,January,31-12-1899 14:12:01,Afternoon,765,The Sicilian Pizza,sicilian_m,Supreme,Medium,2,16.25,1,16.25,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic"
333,06-01-2015,2015,1,January,31-12-1899 14:16:36,Afternoon,768,The Chicken Alfredo Pizza,ckn_alfredo_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce"
334,06-01-2015,2015,1,January,31-12-1899 14:24:18,Afternoon,769,The Calabrese Pizza,calabrese_l,Supreme,Large,3,20.25,1,20.25,"?Duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic"
335,06-01-2015,2015,1,January,31-12-1899 14:24:47,Afternoon,773,The Mediterranean Pizza,mediterraneo_l,Veggie,Large,3,20.25,1,20.25,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions"
336,06-01-2015,2015,1,January,31-12-1899 14:51:41,Afternoon,774,The Prosciutto And Arugula Pizza,prsc_argla_l,Supreme,Large,3,20.75,1,20.75,"Prosciutto Di San Daniele, Arugula, Mozzarella Cheese"
337,06-01-2015,2015,1,January,31-12-1899 15:03:12,Afternoon,775,The Hawaiian Pizza,hawaiian_l,Classic,Large,3,16.5,1,16.5,"Sliced Ham, Pineapple, Mozzarella Cheese"
338,06-01-2015,2015,1,January,31-12-1899 15:18:26,Afternoon,777,The Mexicana Pizza,mexicana_l,Veggie,Large,3,20.25,1,20.25,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic"
339,06-01-2015,2015,1,January,31-12-1899 15:25:13,Afternoon,780,The Spicy Italian Pizza,spicy_ital_m,Supreme,Medium,2,16.5,1,16.5,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini Verdi, Garlic"
340,06-01-2015,2015,1,January,31-12-1899 15:35:32,Afternoon,781,The Pepper Salami Pizza,peppr_salami_s,Supreme,Small,1,12.5,1,12.5,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic"
341,06-01-2015,2015,1,January,31-12-1899 15:35:47,Afternoon,782,The Barbecue Chicken Pizza,bbq_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce"
342,06-01-2015,2015,1,January,31-12-1899 15:44:12,Afternoon,784,The Sicilian Pizza,sicilian_l,Supreme,Large,3,20.25,1,20.25,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic"
343,06-01-2015,2015,1,January,31-12-1899 15:45:37,Afternoon,786,The Five Cheese Pizza,five_cheese_l,Veggie,Large,3,18.5,1,18.5,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic"
344,06-01-2015,2015,1,January,31-12-1899 16:01:11,Afternoon,788,The Italian Capocollo Pizza,ital_cpcllo_m,Classic,Medium,2,16,1,16,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano"
345,06-01-2015,2015,1,January,31-12-1899 16:01:47,Afternoon,789,The Pepper Salami Pizza,peppr_salami_s,Supreme,Small,1,12.5,1,12.5,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic"
346,06-01-2015,2015,1,January,31-12-1899 16:30:00,Afternoon,791,The Green Garden Pizza,green_garden_s,Veggie,Small,1,12,1,12,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese"
347,06-01-2015,2015,1,January,31-12-1899 16:37:17,Afternoon,795,The Spinach And Feta Pizza,spinach_fet_l,Veggie,Large,3,20.25,1,20.25,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic"
348,06-01-2015,2015,1,January,31-12-1899 16:49:12,Afternoon,798,The Classic Deluxe Pizza,classic_dlx_m,Classic,Medium,2,16,1,16,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
349,06-01-2015,2015,1,January,31-12-1899 17:25:58,Evening,801,The Pepperoni Pizza,pepperoni_l,Classic,Large,3,15.25,1,15.25,"Mozzarella Cheese, Pepperoni"
350,06-01-2015,2015,1,January,31-12-1899 17:37:05,Evening,802,The Classic Deluxe Pizza,classic_dlx_l,Classic,Large,3,20.5,1,20.5,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon"
351,06-01-2015,2015,1,January,31-12-1899 17:37:29,Evening,805,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
352,06-01-2015,2015,1,January,31-12-1899 17:45:48,Evening,807,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,1,12,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
353,06-01-2015,2015,1,January,31-12-1899 17:59:48,Evening,809,The Barbecue Chicken Pizza,bbq_ckn_l,Chicken,Large,3,20.75,1,20.75,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce"
354,06-01-2015,2015,1,January,31-12-1899 18:01:44,Evening,812,The Green Garden Pizza,green_garden_s,Veggie,Small,1,12,1,12,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese"
355,06-01-2015,2015,1,January,31-12-1899 18:14:45,Evening,814,The Chicken Alfredo Pizza,ckn_alfredo_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce"
356,06-01-2015,2015,1,January,31-12-1899 18:16:05,Evening,816,The Chicken Alfredo Pizza,ckn_alfredo_m,Chicken,Medium,2,16.75,1,16.75,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce"
357,06-01-2015,2015,1,January,31-12-1899 18:27:58,Evening,817,The California Chicken Pizza,cali_ckn_l,Chicken,Large,3,20.75,1,20.75,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese"
358,06-01-2015,2015,1,January,31-12-1899 18:30:12,Evening,820,The Italian Supreme Pizza,ital_supr_m,Supreme,Medium,2,16.5,1,16.5,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
359,06-01-2015,2015,1,January,31-12-1899 18:33:08,Evening,821,The Green Garden Pizza,green_garden_m,Veggie,Medium,2,16,1,16,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese"
360,06-01-2015,2015,1,January,31-12-1899 18:50:38,Evening,823,The Barbecue Chicken Pizza,bbq_ckn_l,Chicken,Large,3,20.75,1,20.75,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce"
361,06-01-2015,2015,1,January,31-12-1899 19:12:38,Evening,826,The Big Meat Pizza,big_meat_s,Classic,Small,1,12,2,24,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage"
362,06-01-2015,2015,1,January,31-12-1899 19:13:36,Evening,828,The Barbecue Chicken Pizza,bbq_ckn_m,Chicken,Medium,2,16.75,1,16.75,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce"
363,06-01-2015,2015,1,January,31-12-1899 19:20:31,Evening,830,The Mediterranean Pizza,mediterraneo_l,Veggie,Large,3,20.25,1,20.25,"Spinach, Artichokes, Kalamata Olives, Sun-Dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions"
364,06-01-2015,2015,1,January,31-12-1899 19:27:24,Evening,832,The Italian Supreme Pizza,ital_supr_m,Supreme,Medium,2,16.5,1,16.5,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic"
365,06-01-2015,2015,1,January,31-12-1899 19:37:26,Evening,834,The Four Cheese Pizza,four_cheese_m,Veggie,Medium,2,14.75,1,14.75,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic"
366,06-01-2015,2015,1,January,31-12-1899 20:04:20,Evening,837,The Italian Capocollo Pizza,ital_cpcllo_l,Classic,Large,3,20.5,1,20.5,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano"
367,06-01-2015,2015,1,January,31-12-1899 20:05:12,Evening,838,The Hawaiian Pizza,hawaiian_l,Classic,Large,3,16.5,1,16.5,"Sliced Ham, Pineapple, Mozzarella Cheese"
368,06-01-2015,2015,1,January,31-12-1899 20:28:16,Evening,840,The Spinach Pesto Pizza,spin_pesto_m,Veggie,Medium,2,16.5,1,16.5,"Spinach, Artichokes, Tomatoes, Sun-Dried Tomatoes, Garlic, Pesto Sauce"
369,06-01-2015,2015,1,January,31-12-1899 20:30:06,Evening,842,The Spinach And Feta Pizza,spinach_fet_m,Veggie,Medium,2,16,1,16,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic"
370,06-01-2015,2015,1,January,31-12-1899 21:02:30,Night,843,The Four Cheese Pizza,four_cheese_l,Veggie,Large,3,17.95,1,17.95,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic"
371,06-01-2015,2015,1,January,31-12-1899 21:15:20,Night,845,The Pepperoni Pizza,pepperoni_m,Classic,Medium,2,12.5,1,12.5,"Mozzarella Cheese, Pepperoni"
372,06-01-2015,2015,1,January,31-12-1899 22:26:59,Night,846,The Spinach And Feta Pizza,spinach_fet_s,Veggie,Small,1,12,1,12,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic"
